(	667
détroit	482
France	346
Afrique	241
Amérique	241
île	237
Paris	172
Europe	161
Spitzberg	146
mer	132
Alexandre	120
Albert	106
Australie	105
Chine	105
Angleterre	89
Russie	85
Melbourne	84
Klaas	84
Eau	83
Tonkin	79
Joannès	77
Brésil	77
côte	66
Crocodile	66
Victoria	61
États-Unis	59
Révérend	58
Pérou	57
Congo	55
New-York	55
Asie	53
—	51
Inde	51
Océan	50
Dimanche	48
Marseille	47
Atlantique	46
Voyages	45
Joseph	45
Algérie	45
Sénégal	44
Brazza	43
Vienne	43
Allemagne	43
Londres	43
Nouvelle	42
Sibérie	41
Glace	41
Pinta	40
Espagne	40
Panama	40
Novaïa-Zemlia	40
Chili	39
Polaris	39
Zambèze	39
Nina	39
Rio	39
Cafres	39
Étranger	38
Chronique	37
Japon	37
Prix	37
Stroum	36
Alger	36
Bagasse	35
Cornélis	34
Batokas	34
Melville	33
Montevideo	33
Guyane	33
côtes	32
Sahara	32
Cap	32
Vendée	32
Madagascar	30
Zouga	30
Hanoï	29
Rose	29
Berlin	29
Burke	28
Baffin	28
Pôle	28
Italie	28
Corée	28
Départements	27
Groënland	27
Ludovic	27
Canton	27
avenue	27
Marie	26
Océanie	26
Yunnan	26
Santiago	26
Patagonie	26
Sumatra	26
Yonne	25
Java	25
Sycomores	25
Siam	25
Magopo	25
Jacques	25
Bushman	25
Great	25
Porte	24
Buenos-Ayres	24
Junon	24
Sa	24
Havre	24
Ratapia	24
Boër	24
A	24
Tombouctou	23
Pacifique	23
«	23
Méditerranée	22
Dundee	22
Indo-Chine	22
Lima	22
Suisse	22
Nouvelle-Galles	21
Amsterdam	21
Greenwich	20
Valparaiso	20
San	20
Var	20
Niger	20
Mexique	20
Champagne	20
Vaucluse	20
Augusta	19
Rhône	19
Makoko	19
Hollande	19
Rome	18
Louise	18
Argentine	18
République	18
Liban	18
Indes	18
Floride	18
André	17
Les	17
Cambodge	17
Histoire	17
Kayes	17
Franklin	17
Betchuanas	17
place	17
Gun	17
Kalahari	17
York	17
Tunis	16
Aventures	16
Imp	16
Long	16
Suède	16
Arctique	16
Haute-Vienne	16
Rhin	16
Cochinchine	16
Soudan	15
Orient	15
Hué	15
Saint-Louis	15
Rouge	15
Bravo	15
Kœchlin	15
Oran	15
Annam	14
Caïman	14
Suez	14
Riga	14
Philippines	14
Maroc	14
Sydney	14
Géographie	14
Coq	14
Callao	14
Plata	14
Nord	14
Dr	14
Léna	14
Sud	14
Choa	14
Groenland	13
Abyssinie	13
Egypte	13
Uruguay	13
Cartahu	13
Nouvelle-Guinée	13
Canada	13
Majunga	13
Malte	13
Rivière	13
Barents	13
Avignon	13
Nouvelle-Zélande	13
Bordeaux	13
Thibet	13
Engelmann	12
Baltique	12
Alpes	12
Tamarinier	12
Nahicas	12
Détroit	12
Andes	12
Lynch	12
Tamatave	12
Crique	12
Silence	12
Cécile	12
Loire	12
Grèce	12
Hélas	12
Californie	12
Ballarat	12
Saint-Jean	11
Saint-Pol-Lias	11
Noël	11
Morton	11
Terre-Neuve	11
Attends	11
Los	11
Nouvelle-Calédonie	11
Bouddha	11
Obock	11
Siegfried	11
Sonde	11
Tunisie	11
Pieter	11
Tom	11
Carpentarie	11
Constantine	11
Mékong	11
Poitiers	10
Irlande	10
Alsace-Lorraine	10
Martinique	10
Bouloum	10
Murray	10
Bornéo	10
Bône	10
Boërs	10
Deux	10
Hudson	10
Birmanie	10
Gibraltar	10
Gap	10
Pensylvanie	10
San-Francisco	10
Tripoli	10
Polynia	10
Tchad	10
Si-Kiang	10
Mulhouse	10
Ouf	10
Marius	10
Portugal	10
Provence	10
Trapp	10
Villeroge	10
Cordillère	10
Mississipi	10
Nouvelle-Sibérie	9
Pyrénées	9
Nossi-Bé	9
Sandwich	9
Dorey	9
Guyot	9
Turkestan	9
Dunabourg	9
Edge	9
Livonie	9
Apatou	9
Mille	9
Royaume-Uni	9
Quand	9
Livingstone	9
Hopewell	9
Librairie	9
Erik	9
Creuse	9
Zanzibar	9
Pétrolie	9
Maréchal	9
Saint-Gothard	9
Autriche	9
Braslaw	9
Incas	9
Horse	9
Saint-Pierre	9
Azul	9
Hovas	9
Wilna	9
Mikado	9
Rio-de-Janeiro	9
Gulf-Stream	9
Turquie	8
Venise	8
Wirballen	8
Risler	8
Place	8
Hyères	8
Je	8
Bougie	8
Dick	8
Paraguay	8
Saint-Pétersbourg	8
Batavia	8
Iénisséï	8
Bakel	8
British	8
Mackensie	8
Certes	8
Atlas	8
Nil	8
Cooper	8
Smith	8
Danube	8
Parry	8
Cimbria	8
Punta-Arenas	8
Égypte	8
Chicago	8
Maures	8
Etats-Unis	8
Parmi	8
Découverte	8
Victor	8
Norvège	8
Sonora	8
Scoresby	8
porte	8
Yedo	8
Côte-d'	8
Anjou	8
Pékin	8
Varna	8
Ile	8
Jeannette	8
Moi	8
Hans	8
Aa	7
Yakoutsk	7
Song-Koï	7
Yankee	7
Mardochée	7
Bangkok	7
Cape-Town	7
Danemark	7
Dymphna	7
Ja	7
New	7
Wahabites	7
Amazone	7
Kane	7
Stanley	7
Nièvre	7
Ostrebygd	7
Grand	7
Société	7
Saint-Paul	7
Oroya	7
Alima	7
Ta	7
Sicile	7
Kara	7
Wiche	7
Riad	7
Industrie	7
Tell	7
Tromsœ	7
Corrèze	7
Capitaine	7
Windau	7
Désirade	7
Corcovado	7
Brisbane	7
Nam-Dinh	7
Heuglin	7
Gela	7
Kanouï	7
Dordogne	7
Templeson	7
Griper	7
Encore	7
Acapulco	7
Lesseps	7
Toulon	7
Obi	7
Bouches-du-Rhône	7
Fraya	7
Nouveau-Monde	7
Ernest	7
Pongo	7
Malaisie	7
Va	7
Val	6
Lac	6
Purchas	6
Khartoum	6
Arabie	6
Pauvre	6
Aréquipa	6
Bowie	6
Monitor	6
Spitz-berg	6
Anna	6
Mahdi	6
Saint-Laurent	6
Araucanie	6
Colonies	6
Voici	6
Bushmen	6
Howitt	6
Nos	6
Dünabourg	6
Saïgon	6
Pallas	6
Catalan	6
Compagnie	6
Bonne	6
Pédir	6
Jonge	6
Plaine	6
Lyon	6
Antilles	6
Sainte-Marie	6
Brahé	6
Laing	6
Wills	6
Wrangell	6
Hillet	6
Nous	6
Nouvelle-Grenade	6
Bolivar	6
Aussi	6
Quinta	6
Diego-Suarez	6
Bouddoumas	6
Bissagos	6
Miquelon	6
Gentleman	6
Occident	6
Bretagne	6
Saint-John	6
Ogooué	6
I'	6
Loango	6
Kra	6
Meuse	6
Femme	6
Saint-Clair	6
Tigre	6
Basses-Alpes	6
Sierra	6
Minneapolis	6
Franco	6
Perrin	6
Coran	6
Compiègne	6
Brooklyn	6
Tadjourah	6
Nirro-Ba	5
Normandie	5
Quelle	5
Polynésie	5
Betchunaas	5
Isabelle	5
Deux-Sèvres	5
Serrano	5
Cuba	5
Gilies	5
Manitoba	5
Me	5
Haute-Marne	5
Aïambori	5
Avallon	5
Seshéké	5
MM.	5
Nice	5
Laponie	5
Bourgogne	5
Majesté	5
Uminymuck	5
Tamise	5
Madère	5
Médine	5
Retour	5
quai	5
Toit	5
Nelson'	5
Olympie	5
Chalus	5
Chasse	5
Valencia	5
Kampong	5
Gabon	5
Manche	5
Jatte	5
Aix	5
