--delete	1447
article	769
paris	626
pageno	598
france	485
ie	364
ia	278
edith	218
russie	203
europe	187
philias	174
mer	149
chine	138
afrique	137
roderik	121
tiko	106
sans-le-sou	105
angleterre	94
cascadrille	92
image	91
ton	91
niger	88
yankee	75
caiman	74
congo	73
hongrie	72
tom	72
ramon	71
asie	69
dane	69
londres	69
toulousain	69
madagascar	67
autriche	63
grande	63
ponton	63
orient	59
marseille	58
pays	57
danemark	55
allemagne	54
ja	54
porte	54
san	54
mexique	51
soudan	51
tonkin	51
vienne	51
nord	50
amérique	49
ik	48
new-york	48
moscou	47
place	46
perse	45
havre	44
joe	44
loire	44
rome	44
fiorina	42
etaient	41
sahara	41
berlin	40
bretagne	40
espagne	40
moscovie	40
sud	40
danube	39
tombouctou	39
suisse	38
fran	36
neukomm	36
saint-thomas	36
societe	36
tamerique	35
états-unis	35
harold	34
nil	34
république	34
stromos	34
tigre	34
tours	34
tunisie	34
brésil	33
geographie	33
jonathan	33
sa	33
atlantique	32
dimanche	32
sydney	32
alpes	31
guaranis	31
guinée	31
ies	31
mékong	31
tchad	31
turquie	31
bottego	30
havane	30
canada	29
cest	29
sardaigne	29
seine	29
tile	29
hollande	28
roi	28
van	28
cherbourg	27
japon	27
osyebas	27
christiania	26
chicago	25
fortescue	25
mexico	25
mouch	25
australie	24
copenhague	24
guyane	24
imp	24
jim	24
marouta	24
méditerranée	24
nouvelle-zélande	24
qa	24
transvaal	24
georges	23
industrie	23
rio	23
sicile	23
tsar	23
victoria	23
compagnie	22
egypte	22
forley	22
he	22
pologne	22
pétersbourg	22
saint-martin	22
bordeaux	21
cap	21
dahomey	21
louis	21
nelly	21
normandie	21
tivoire	21
djouba	20
grand-serpent	20
hie	20
lyon	20
monténégro	20
naples	20
occident	20
sierra	20
sénégal	20
togonou	20
versailles	20
bornou	19
dieppe	19
li	19
mores	19
mourzouk	19
pacifique	19
saint-pétersbourg	19
toulouse	19
tune	19
empire	18
kermott	18
landry	18
mamie	18
sierra-grande	18
targent	18
texas	18
thorizon	18
étranger	18
abyssinie	17
americains	17
belgique	17
est	17
grand	17
ogeoue	17
pair	17
san-francisco	17
thorsawen	17
tun	17
téhéran	17
coran	16
cuba	16
etat	16
gabon	16
iautre	16
indes	16
ines	16
laran	16
li-pou-li-fou	16
oiseau-jaune	16
petit	16
schimmedrou	16
tarmee	16
volga	16
boulogne	15
brazza	15
citronnelle	15
cognac	15
extrême-orient	15
ganeilhe	15
hemstead	15
laos	15
norvège	15
pile	15
rouen	15
sainte-marie	15
samory	15
sedan	15
tendroit	15
vilaine	15
yunnan	15
abeokouta	14
alger	14
bullpett	14
canton	14
develay	14
gibraltar	14
ibadan	14
indo-chine	14
italie	14
jo	14
li-hung-tchang	14
nubie	14
phiiias	14
pon	14
saint-denis	14
saint-joseph	14
siam	14
snergie	14
stanley	14
suède	14
tripoli	14
armenie	13
bitlis	13
bonneville	13
charlemagne	13
duquesne	13
himalaya	13
hong-kong	13
lagos	13
midi	13
océan	13
pautre	13
pose	13
ruvo	13
strasbourg	13
ze	13
alsace	12
aussi	12
bosnie	12
champagne	12
ehminch	12
encore	12
esprit	12
fernand-lafargue	12
ii	12
jorullo	12
lille	12
linden	12
mm.	12
nice	12
paraguay	12
plata	12
prance	12
quelle	12
rainilaiarivony	12
reims	12
rh	12
rue	12
saint-jean	12
saint-pierre	12
sassoun	12
sibérie	12
sinah	12
tiberiade	12
tirage	12
tor	12
baltique	11
bouddha	11
bravo	11
da	11
fair	11
fezzan	11
gatman	11
ghadamès	11
goran	11
goundam	11
lamousse	11
livingstone	11
manoa	11
monnier	11
neva	11
objectif	11
persans	11
possou	11
rio-de-janeiro	11
salomon	11
santos	11
techafaud	11
toeuvre	11
toreille	11
trent	11
tunis	11
tuscarora	11
venise	11
amsterdam	10
barbarie	10
belfort	10
besangon	10
caen	10
castille	10
chanzy	10
dijon	10
finlande	10
fleuve	10
fredericia	10
ge	10
ghristophe	10
granciron	10
grande-bretagne	10
ire	10
islande	10
java	10
jérusalem	10
kong	10
kurdistan	10
landor	10
mac	10
mada	10
malte	10
mossoul	10
munich	10
nancy	10
nantes	10
niagara	10
pa	10
paciflque	10
padirac	10
pensylvanie	10
pierre	10
plymouth	10
portugal	10
quoi	10
