--delete	1319
paris	359
ie	344
france	299
mer	299
afrique	217
europe	198
angleterre	169
villedaigne	163
los	151
abyssinie	127
amérique	126
ia	122
congo	120
asie	115
diogo	112
soudan	107
el	106
gordon	99
serdar	99
chine	96
londres	90
james	89
norton	85
gondar	78
stanley	77
marquis	76
maggie	75
lyon	74
jamestown	73
russie	73
nil	70
niger	69
haoussas	66
prix	63
egypte	62
ik	61
robin	61
guyane	58
rio-branco	57
dimanche	55
winckelmann	55
ouganda	54
inde	52
san	52
amazone	51
chronique	51
havre	50
japon	50
portugal	48
orient	47
virginie	47
rio	46
ton	46
espagne	45
emin-pacha	44
mahdi	43
sénégal	43
mary	42
maroc	41
saigon	41
cambodge	40
maroni	40
île	40
khartoum	39
kouka	38
gaston	37
porte	37
uyombo	37
hamilda	36
zanzibar	36
chili	35
faria	35
lac	35
powathan	35
pocahontas	34
imp	33
moscou	33
mouanza	33
narindra	33
ge	32
ja	32
muras	32
pérou	32
ceylan	31
merv	31
rio-negro	31
societe	31
états-unis	31
maracaïbo	30
opechankanough	30
para	30
sahara	30
cochinchine	29
compagnie	29
place	29
république	29
bornou	28
paraguay	28
santiago	28
wilmington	28
barberton	27
etat	27
ras	27
seghir-ben-lakdar	27
andaman	26
canada	26
grands	26
indes	26
kano	26
roger	26
rome	26
tonkin	26
ville	26
alula	25
aurelie	25
birmanie	25
etaient	25
sa	25
sud	25
arguin	24
caire	24
malacca	24
massaouah	24
tabira	24
troyes	24
amy	23
boa-vista	23
calcutta	23
caleb	23
industrie	23
jose	23
madagascar	23
nord	23
pacifique	23
perse	23
robert	23
allemagne	22
je	22
pointe-de-galle	22
rouamanoura	22
saint-	22
bonis	21
charles	21
edward	21
faimali	21
grande	21
ies	21
ii	21
montagne	21
simon-bolivar	21
tchad	21
victoria-nyanza	21
étranger	21
alpes	20
cayenne	20
geographie	20
kordofan	20
negus	20
new-york	20
tenez	20
afghanistan	19
amdrique	19
apres	19
brésil	19
gibraltar	19
jaffa	19
marseille	19
ojeda	19
qa	19
seghir	19
sumatra	19
atlantique	18
australie	18
barboucha	18
courjon	18
morin	18
méditerranée	18
pa	18
panama	18
prance	18
rhône	18
serra	18
siam	18
souvenirs	18
tor	18
tune	18
victoria	18
abigail	17
cap	17
hispaniola	17
hourdwar	17
italie	17
loire	17
mille	17
raymond	17
rhin	17
seville	17
tamerique	17
verdun	17
alexandre	16
alger	16
algérie	16
aruwimi	16
astrakan	16
chiriqui	16
dalma	16
fleurus	16
it	16
ivanowitch	16
libyens	16
lisbonne	16
lune	16
manaos	16
pacific	16
saint-georges	16
saint-jean	16
taborah	16
aureiie	15
balkans	15
bien-hoa	15
birkenhead	15
californie	15
houdon	15
midi	15
pékin	15
saône	15
sondo	15
voronoje	15
yankee	15
allah	14
amou-daria	14
bedouin	14
belgique	14
bengali	14
berlin	14
esprit	14
fritz	14
java	14
kervadec	14
nouveau	14
olonnois	14
pardon	14
samen	14
speke	14
tcherni-ghug	14
tunisie	14
westchine	14
actualités	13
allons	13
amiens	13
audjâli	13
bakou	13
barcelone	13
barnabe	13
bolivie	13
bordeaux	13
bureaux	13
canaemes	13
caspienne	13
colombo	13
djeddah	13
est	13
fourvières	13
fran	13
gaire	13
hollande	13
loja	13
memphits	13
nubie	13
océan	13
oural	13
petrel	13
tombouctou	13
